1956	mens-road-race-team	Gold	FRA	France		http://www.sports-reference.com/olympics/countries/FRA/summer/1956/CYC/
1956	mens-road-race-team	Silver	GBR	Great Britain		http://www.sports-reference.com/olympics/countries/GBR/summer/1956/CYC/
1956	mens-road-race-team	Bronze	GER	Germany		http://www.sports-reference.com/olympics/countries/GER/summer/1956/CYC/
1952	mens-road-race-team	Gold	BEL	Belgium		http://www.sports-reference.com/olympics/countries/BEL/summer/1952/CYC/
1952	mens-road-race-team	Silver	ITA	Italy		http://www.sports-reference.com/olympics/countries/ITA/summer/1952/CYC/
1952	mens-road-race-team	Bronze	FRA	France		http://www.sports-reference.com/olympics/countries/FRA/summer/1952/CYC/
1948	mens-road-race-team	Gold	BEL	Belgium		http://www.sports-reference.com/olympics/countries/BEL/summer/1948/CYC/
1948	mens-road-race-team	Silver	GBR	Great Britain		http://www.sports-reference.com/olympics/countries/GBR/summer/1948/CYC/
1948	mens-road-race-team	Bronze	FRA	France		http://www.sports-reference.com/olympics/countries/FRA/summer/1948/CYC/
1936	mens-road-race-team	Gold	FRA	France		http://www.sports-reference.com/olympics/countries/FRA/summer/1936/CYC/
1936	mens-road-race-team	Silver	SUI	Switzerland		http://www.sports-reference.com/olympics/countries/SUI/summer/1936/CYC/
1936	mens-road-race-team	Bronze	BEL	Belgium		http://www.sports-reference.com/olympics/countries/BEL/summer/1936/CYC/
1932	mens-road-race-team	Gold	ITA	Italy		http://www.sports-reference.com/olympics/countries/ITA/summer/1932/CYC/
1932	mens-road-race-team	Silver	DEN	Denmark		http://www.sports-reference.com/olympics/countries/DEN/summer/1932/CYC/
1932	mens-road-race-team	Bronze	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1932/CYC/
1928	mens-road-race-team	Gold	DEN	Denmark		http://www.sports-reference.com/olympics/countries/DEN/summer/1928/CYC/
1928	mens-road-race-team	Silver	GBR	Great Britain		http://www.sports-reference.com/olympics/countries/GBR/summer/1928/CYC/
1928	mens-road-race-team	Bronze	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1928/CYC/
1924	mens-road-race-team	Gold	FRA	France		http://www.sports-reference.com/olympics/countries/FRA/summer/1924/CYC/
1924	mens-road-race-team	Silver	BEL	Belgium		http://www.sports-reference.com/olympics/countries/BEL/summer/1924/CYC/
1924	mens-road-race-team	Bronze	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1924/CYC/
1920	mens-road-race-team	Gold	FRA	France		http://www.sports-reference.com/olympics/countries/FRA/summer/1920/CYC/
1920	mens-road-race-team	Silver	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1920/CYC/
1920	mens-road-race-team	Bronze	BEL	Belgium		http://www.sports-reference.com/olympics/countries/BEL/summer/1920/CYC/
1912	mens-road-race-team	Gold	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1912/CYC/
1912	mens-road-race-team	Silver	GBR	Great Britain		http://www.sports-reference.com/olympics/countries/GBR/summer/1912/CYC/
1912	mens-road-race-team	Bronze	USA	United States		http://www.sports-reference.com/olympics/countries/USA/summer/1912/CYC/
2012	mens-individual-time-trial	Gold	GBR	Bradley Wiggins	bradley-wiggins-1	http://www.sports-reference.com/olympics/athletes/wi/bradley-wiggins-1.html
2012	mens-individual-time-trial	Silver	GER	Tony Martin	tony-martin-1	http://www.sports-reference.com/olympics/athletes/ma/tony-martin-1.html
2012	mens-individual-time-trial	Bronze	GBR	Christopher Froome	christopher-froome-1	http://www.sports-reference.com/olympics/athletes/fr/christopher-froome-1.html
2008	mens-individual-time-trial	Gold	SUI	Fabian Cancellara	fabian-cancellara-1	http://www.sports-reference.com/olympics/athletes/ca/fabian-cancellara-1.html
2008	mens-individual-time-trial	Silver	SWE	Gustav Larsson	gustav-larsson-1	http://www.sports-reference.com/olympics/athletes/la/gustav-larsson-1.html
2008	mens-individual-time-trial	Bronze	USA	Levi Leipheimer	levi-leipheimer-1	http://www.sports-reference.com/olympics/athletes/le/levi-leipheimer-1.html
2004	mens-individual-time-trial	Gold	USA	Tyler Hamilton	tyler-hamilton-1	http://www.sports-reference.com/olympics/athletes/ha/tyler-hamilton-1.html
2004	mens-individual-time-trial	Silver	RUS	Vyacheslav Yekimov	vyacheslav-yekimov-1	http://www.sports-reference.com/olympics/athletes/ye/vyacheslav-yekimov-1.html
2004	mens-individual-time-trial	Bronze	USA	Bobby Julich	bobby-julich-1	http://www.sports-reference.com/olympics/athletes/ju/bobby-julich-1.html
2000	mens-individual-time-trial	Gold	RUS	Vyacheslav Yekimov	vyacheslav-yekimov-1	http://www.sports-reference.com/olympics/athletes/ye/vyacheslav-yekimov-1.html
2000	mens-individual-time-trial	Silver	GER	Jan Ullrich	jan-ullrich-1	http://www.sports-reference.com/olympics/athletes/ul/jan-ullrich-1.html
2000	mens-individual-time-trial	Bronze	USA	Lance Armstrong	lance-armstrong-1	http://www.sports-reference.com/olympics/athletes/ar/lance-armstrong-1.html
